text,label
it was a resounding success,0
"Alexa, what's the weather, and play some calming music.",1
Give this feedback form to every customer leaving the store.,1
lessing was born in kamenz a little town in electorate of saxony,0
university press of kansas lawrence 1969,0
the area was first settled around 1808,0
"i just placed my order today, what is the status of it",1
That comedian had me in stitches; I haven't laughed that hard in ages.,0
can you initiate a block on my bank of america checking asap,1
what transactions have i made in the last few weeks,1
which nations were on each side of the conflict in world war ii,1
please confirm my reservation for dinner at gusto handcrafted pasta & pizza at 6:30 pm,1
the royal fortune continued towards africa,0
who brought you into existence,1
flip a coin now,1
the majority of the mines were planted close in,0
its a great building made of glass,0
how do i do a 401k rollover when switching to a new job,1
what's trending in 90s television shows on netflix,1
i want to know if you are a real person or an ai,1
Please hold my calls for the next hour.,1
You must finish all your pending work before applying for leave.,1
find my next payday,1
What is the STD code for Hyderabad?,1
when is the expected arrival of flight dl123,1
tell me the number of calories in a banana,1
how to build up my credit score,1
The newspaper boy delivered the wrong newspaper today morning again.,0
however red army troops ambushed dumitrescu,0
but thats just my unreliable memory,0
what type of gas does this car need,1
Check for parking restrictions before you leave your car there overnight.,1
do i have tortillas on my shopping list if not please add it,1
shocks cassandra despite committee,0
remove my reservation at outback for timmy,1
federation of nurse anesthetists 2007,0
by this time the population had risen to 68 people,0
party central committee advisor khamtai siphandon,0
in late 2004 his sister said he had lost his voice,0
Add a new contact with the name 'Electrician Raju' and his phone number.,1
send a text to someone,1
i'm wanting you to flip a coin,1
will car rentals be available in boston from march 2 to march 4,1
miss chesimard ill trial here delayed,0
if convicted she faces up to life imprisonment,0
however arkansas post remained the arkansas county seat,0
how much is my electric bill for,1
The scent of freshly baked biscuits from the bakery fills the street every morning.,0
leo diegel won the tournament,0
what's the most difficult yoga pose to perform,1
the timer is calculated for 10 minutes,1
Remind me to switch off the geyser after 15 minutes.,1
the first golden performance,0
"The noise from the traffic outside is unbearable, driving me mad.",0
how can i say thank you very much in chinese,1
How many days are there in the month of February next year?,1
"The customer support person was not helpful at all, totally useless.",0
he enjoyed reading books playing soccer and flying kites,0
western coastal and marine geology,0
Tell me how to prepare a simple dal tadka.,1
"Assistant, add bread and eggs to my shopping cart on Amazon.",1
i wanna know the point of life,1
other local sports clubs include il runar and sandefjord tif,0
This part of the city becomes surprisingly quiet late at night.,0
then the great powers could take sides,0
their criminal record and dishonourable discharge ended their boxing careers,0
the town has a tradition as an art colony,0
how can i build my credit score,1
"That new intern seems really eager to learn, which is great.",0
Book an air ambulance service for emergency medical transfer.,1
would you tell me how to say goodbye in france,1
"The sunrise view from Tiger Hill in Darjeeling is legendary, they say.",0
the neighbourhoods are as follows,0
i want to go back to the factory settings,1
the computer was manufactured by the joint venture intercompex,0
explain to me how do i get new insurance,1
start using whisper mode,1
can you check if my mastercard application has been reviewed yet,1
please tell my bank that i will be traveling abroad,1
what stage of evolution am i,1
This type of conversation in office is really unproductive.,0
ex aide says russian war rhetoric scaring markets,0
"Alexa, tell me how to make a simple omelette.",1
what are some ways to raise my credit score,1
the an he in,0
"i'd like to rent a limo in las vegas from may 01, 2019 to may 03, 2019",1
both autobiographies are regarded as unreliablethe,0
likewise one can actually state accurate facts yet deceive with them,0
can you tell me how healthy apples are,1
what's the damage on my federal tax return,1
this process is considered active transport,0
it includes ghanas southernmost location cape three points,0
I think there might be some confusion about the requirements.,0
"The wedding saree she wore was so intricate, looked very expensive.",0
cenwealh died in the 670s,0
what's the timezone for brasilia,1
a memorial was erected at hull yorkshire,0
the per capita income for the township was 17193,0
the soundtrack of the sweet dreams soundtrack was released in september 1985,0
and the shadow emotionally,0
how are my sports teams doing,1
what is my pay grade at work,1
what year was shawshank redemption released,1
the scottish deerhound resembles a rough coated greyhound,0
in some cases miners organised themselves against this,0
62 child murders were reported that year,0
a doubtfully distinct sardinian warbler subspecies,0
these views are not restricted to a single religious denomination,0
His command over multiple languages is truly impressive.,0
Shuffle my playlist titled 'Gym Motivation Songs'.,1
they also normally throw the ball in at line outs,0
more rarely snow can fall on the nearby porongurup national park,0
the taxon may be extant,0
please explain the catch rule to me,1
he earned a bachelor of arts from emerson college in 1988,0
assistance in rolling over my 401k,1
tell me what time it is right now,1
the first public school was established in 1957,0
Make sure these calculations are double-checked for accuracy.,1
what's the method for requesting a vacation,1
the railroad provides daily freight service,0
"Siri, is it going to rain in Pune today?",1
please let me know how my credit card application is going,1
the timer should have 10 minutes set to it,1
i'd like to set a new timer,1
what is behind life's meaning,1
pay a bill!,1
Could you quickly look up the population density of Delhi?,1
play the song called guerrilla radio,1
"Clear your cookies and cache, then try accessing the website again.",1
"The design of the new fifty rupee note is quite interesting, isn't it?",0
popular stimulants like coffee chocolate tobacco and tea also come from plants,0
uniontown is a town in whitman county washington washington united states,0
delivery of the first batch was completed by 1996,0
i need to make a vacation request; how,1
how good are the ratings for the olive garden,1
"what is your name for me, please",1
please help me make a request for vacation,1
dnsbl policies differ from one another on three fronts,0
how do i find a common denominator,1
My grandmother's traditional remedies for common ailments are quite effective.,0
what are some easy ways to make my credit score better,1
tense markers are unchanged in the optative,0
Please bring the groceries inside from the car trunk.,1
She's always been exceptionally skilled at client negotiations.,0
Set an alert for low air pressure in the car tires every two weeks.,1
"Okay Google, how long will it take to drive to the airport from here?",1
"This new tax policy is beneficial for senior citizens, I read.",0
Please find out the opening hours for the exhibition tomorrow.,1
My passport application process took much longer than expected.,0
sec gates speaks to the economic club of chicago,0
fort waynes ten largest non government employers,0
and me names on here too,0
the local newspaper is the wahpeton daily news,0
What's the meaning of the Hindi word 'jugaad' in English?,1
the act was repealed in june 1994,0
why can't i access my bank account,1
does ihop have positive reviews,1
warning do not add an example unless you have a reference,0
no need for page numbers nopagenumbers,0
seven of these universities are in montreal quebec,0
Could you search for flight prices from Chennai to Mumbai for next week?,1
in the dry season it is unbearably hot,0
what do my federal taxes amount to,1
became it including states,0
the project is hosted by sourceforge,0
the same personalities often appear on multiple panel games,0
Refill my prescription for the allergy medication before it runs out.,1
Add 'get vegetables' and 'pay electricity bill' to my tasks for today.,1
Send an email to the HR department asking about my leave balance.,1
what is the arrival time for my flight,1
i need to switch insurance plans,1
lightning is an atmospheric discharge of electricity,0
how's the weather,1
this only has one track,0
daniel pipes and sharon chadha,0
i need to know my phone's location,1
two extensions were commissioned in 2004,0
a recent development in harpoon technology is the hand held speargun,0
That mango pickle my mom sent is getting over very fast.,0
privately owned and operated schools include,0
shocked relatives gather at dominican airport,0
after the cultural revolution qian returned to research,0
immediately afterward a blindfolded willow pulls buffy through a time rift,0
which state has the best airlines,1
do you charge me if i use my card in japan,1
i would like to know the kind of gas that this car uses,1
I remember when this entire area was just fields.,0
The smell of fried food from the roadside stalls can be very tempting sometimes.,0
smrts primary business is providing public transport services in singapore,0
tell me the meeting schdule please,1
do i need to see the doctor for shots before i go to south africa,1
it the game as,0
other concepts can be translated by invariant grammatical particle,0
How do I perform a basic Surya Namaskar sequence?,1
i need some help finding my phone,1
before the adoption of time zones people used local solar time,0
this could almost mean anything coin like,0
Find only pure vegetarian restaurants near my current location.,1
i need to know is traveling to france safe,1
what is the my comcast bill this month,1
do people prefer summer over fall,1
please tell me when the last time was that my car was in the shop,1
what kind of mileage do i get out of gas,1
"Feels like it might rain later on, doesn't it?",0
where are you from oroginally,1
he discovered periodic comet 106pschuster,0
within a few years lottie and jack died of alcohol related causes,0
valley is a city in chambers county alabama alabama united states,0
the first settlement in southern mesopotamia was eridu,0
tell me where i left my phone,1
what are the carry-on fees with delta for international flights,1
an stating peripheral regards,0
how many students attend ucsb,1
are you from here,1
how does this car do on its fuel,1
let me know my tax rate,1
"The view from my balcony in monsoon is absolutely stunning, full green everywhere.",0
give me all contents of my shopping list,1
send ten dollars from bank of america to capital one,1
further they are classified as foliovores,0
how much money is in all of my bank accounts,1
Tell the maid to focus on cleaning the floors very thoroughly today.,1
no user agents have been reported as fully conforming to uaag 10,0
My skin gets very dry during the winter season.,0
most mainstream functional analysis also relies on zfc,0
my luggage is lost i was on delta flight ab123 from detroit,1
"i want to eat mediterranean fare with at least four stars, near me",1
"Get a new broom, the old one is completely worn out.",1
do you think i have enough money in my chase account for a new pair of sneakers,1
"He always manages to make such PJs (Poor Jokes), but we still laugh.",0
that is the continuous time behavior can be discrete signal,0
please play the next song on this playlist,1
as the gilcups did quiver among,0
there are several monitors now commercially available,0
fashion journal likes what brown is wearing,0
it also has a marina facility,0
you must change your language setting to russian,1
the house became known as brandon place,0
she was ship commissioning on 29 january 1943,0
"That documentary about Indian festivals was really insightful, showed traditions.",0
This type of argument with neighbours is so common here.,0
My parents prefer traditional cooking methods over modern ones.,0
i want to request pto from november 7 to 11,1
morality is the product of power carr 1939,0
How do you say 'good morning' in Marathi language?,1
i need an address for the closest starbucks to home,1
Prepare a list of attendees and their contact information for the event.,1
"He got a huge bonus this month, planning to buy a new car.",0
boxer jeff fenech is of maltese descent,0
what does life mean on a deeper level,1
however none of the aforementioned plans was executed,0
change the pin on my wells fargo account to be 1234,1
"Google, send an email to Priya: 'Can we meet for lunch tomorrow?'",1
god is seen as impartial,0
"This TV channel always shows repetitive programs, so boring.",0
how healthy is pho,1
indic virama and arabic sukun mark the absence of a vowel,0
these people are today known as kven,0
how the bikes looks,1
Pay the gas bill online before they disconnect the supply.,1
from the outset holmes observes some rather odd things about the case,0
dogs is the the,0
how fast does an airplane travel,1
please respond to me in english from now on,1
when is it imperative that i get my tires changed,1
these were typically string quintets,0
chestertown is a treasure hidden in plain sight said richard moe president of the national trust for historic preservation,0
"Please buy some specific spice mix from the shop, I sent you the photo.",1
for instance if x is the assertion,0
ad nauseum to coyville kansas in six steps,0
i want to know what trenchant means,1
get my credit limit changed,1
thereafter the piece black,0
any idea what this bird is,0
I need to remember to recharge my FASTag before the trip.,0
some people yawn during storms which alters air pressure,0
their exuberance and enthusiasm draw others to them,0
"cancel my last request, i know the answer",1
other characteristics include skeletal abnormality joint laxity short stature and unusual dermatoglyphics patterns,0
how win money in internet,1
i want you to recommend a good local restaurant to me,1
what are van gogh's best pieces,1
"My friend is learning Spanish these days through an app, she was saying.",0
how do i let visa know about a charge i didn't make,1
there is no scientific support for chelation therapy as a treatment for autism,0
classification of the genus pseudocordylus,0
how long can i expect a bus ride to the liberty bell to take,1
Please bring the extra cushions from the guest room sofa.,1
I think the design of the new phone is very sleek.,0
This old cupboard is taking up too much space in the room.,0
where can i find lyrical inspiration for songwriting,1
can i protect my credit score,1
what is the time frame to get to phoenix,1
can you tell me the name of the insurance plan i'm a member of,1
various small industries dominate the landscape,0
list all purchases of video games,1
i am camile,1
geoffrey howe boring bland and talked to sheep,0
tell me what my name is,1
she moved back to japan shortly thereafterepisode,0
"Hmm, well, that's, like, one way of looking at it, I suppose.",0
how much is an overdraft fee for bank,1
brandon university provides services in more remote communities,0
"That movie was quite intense, sat on the edge of my seat the whole time.",0
denmark is a constitutional monarchy with a parliamentary system of government,0
daft punks official myspace page myspacecom,0
"He got scammed through a fake online investment scheme, very unfortunate.",0
they replaced men in the factories,0
what's the total number of points i earned so far with my chase rewards card,1
he was a deputy lieutenant of sussex,0
radhakrishnan refers to it with great respect,0
how much time does it take a new card to get mailed to me,1
how do i know when i need my next oil change,1
she and the sixth doctor work together very well,0
Check if there's enough space in the hard drive before downloading the update.,1
i heard sound of spinning wheel,0
234 credited the,0
his successor as national secretary of the party was marie george buffet,0
what ingredients do i need for tacos,1
my insurance policy needs to be adjusted,1
the national guard has its own commander who reports directly to the minister of defence,0
can't say,1
you were made where,1
the adopted statute stated that,0
where are the best places to eat,1
in 1983 he finished second in gateshead,0
akre they sued fox under floridas whistleblower law,0
will there be a new season of true detective,1
My old school friends are planning a reunion next month.,0
Could we shift the delivery time for the groceries to the morning slot?,1
what is my gross income per pay period,1
sudan secretly allowed israel to evacuate the refugees,0
doy ou know what timezone chicago is in,1
"revert back to your factory settings, please",1
due to getting a new job i need assistance with my 401k rollover,1
"Start the migration script, but monitor it closely for any errors.",1
transfer 1000 dollars from my first national bank to my bethpage federal credit union savings,1
This director's movies always have such a deep social message.,0
having scientist amount,0
Order another set of blue pens; we seem to be running low.,1
i would love to hear a joke about the dmv,1
"Ask the driver to wait for five minutes, I'm coming downstairs.",1
is the shutdown over,1
The concept of a joint family living together is less common now.,0
i am here to conform my friday reservation at 2:00,1
my dte and water bills are how much,1
Clean your plate after eating and put it in the sink.,1
the auditory system anatomy and maturation at wwwconradsimonorg,0
That interview she gave was quite powerful and articulate.,0
The traditional clothing in Rajasthan is so vibrant and colourful.,0
Turn the smart fan speed to medium in the study.,1
jonathan klaubers,0
i need to report that my card has been lost,1
i have how many points on my amex right now,1
what is rhineland,1
what's your home town,1
where did the first tattoo originate,1
Order some snacks and cold drinks for the office party on Friday.,1
My throat gets easily irritated in the dry weather.,0
the regierungsbezirk detmold has two historical roots,0
a school of chevron barracudas,0
scheer has often expressed highly controversial thoughts,0
translated by thomas carlyle and r dillon boylan,0
Could we shift our lunch break timing to 1 PM next week?,1
the called telephone will ring,0
what does life mean to you,1
their colors are all blue,0
currently the railroad has stopped working,0
boyer valley south is located in dunlap,0
neutral hydrogen consists of a single proton orbited by a single electron,0
asian carp in the great lakes,0
how can i find out my credit score,1
"I need to buy a new charger for my phone, this one is broken.",0
Confirm your attendance for the webinar.,1
in the early stages of mitosis or meiosis cell division the chromatin strands become more and more condensed,0
she continued on to yokosuka japan,0
The city skyline at night is quite a spectacular view from up here.,0
i want to change my pin number for my checking account,1
both returned to journey in 1996,0
schedule me a table for 2 at red lobster at 8,1
what is the largest state in the us,1
there's a strong possibility that my luggage has gone missing,1
all party parliamentary group for debt aid  trade,0
in what status is my credit card application currently in,1
when am i due for an oil change,1
what's the timezone over there,1
what kinds of subjects do you know about,1
where can i see art,1
these cells collectively are called capped brood,0
no it is no across the board,0
do you have many kinds of pets at your house,1
how can i find my phone,1
the closest anglo american equivalent is the detective,0
"Alexa, turn on the living room lights, please.",1
is it legal to breed and sell rabbits without a license,1
all communication is cut completely,0
meanwhile his home life was stressful,0
Add 'book eye checkup appointment' to my pending tasks.,1
do not complete the task that i gave you,1
with only one sentence that describes them,0
The smell of freshly cooked sambar reminds me of home.,0
This software has some very intuitive features.,0
how long does this dish need to be in the oven,1
well actually michael caffee is not a bad guy,0
The taste of the pani puri here is authentically spicy and tangy.,0
i am looking for good southeast asian restaurants in philadelphia,1
please play come as you are by nirvana,1
the giraffe defends itself with a powerful kick,0
what do i need to make a cake,1
low levels of dopamine lead to high levels of prolactin,0
are my state tax payments too high,1
both thrustssc and thrust2 are displayed at the coventry transport museum in coventry england,0
"Prepare the ingredients for aloo paratha, planning to make them for breakfast.",1
i have to schedule somewhere get my tires checked out,1
there were 84 housing units at an average density of 16322sqnbspmi,0
how can i change information on my insurance policy,1
what do you want to call me,1
"The new highway road surface is much smoother, provides a better ride.",0
with her sisters banba and fodla she was part of an important triumvirate of goddesses,0
i need to get my paycheck direct deposited to my chase account,1
what kind of questions can you answer,1
there are several investigations of where monen comes from,0
Arrange for a pest control service to treat the kitchen area.,1
"Hey Siri, what's the meaning of the word 'serendipity'?",1
the metropolitan museum of art 1999,0
i need to know what the most recent update is on the status of my online purchase,1
either or should work,1
do i have more than $100 in my pnc account,1
do they take reservations at buffalo wild wings,1
which time zone is germany is in,1
stephens operated as an undergraduate school of columbia university,0
i would like to try and confirm that i have a reservation at longhorn for justin,1
the complex was centrally located,0
his father was a greece shipping magnate,0
"Hey Siri, find directions to Express Avenue Mall.",1
babrontrol of afghanistan were soviet [[puppet state,0
where is the dipstick,1
Ensure the windows and balcony door are closed securely when leaving.,1
"My landlord keeps increasing the rent every year, without fail.",0
where did you come from,1
i need to know the travel alerts for kenya,1
I always feel refreshed after a good night's sleep.,0
bobbejaanland was fine tuned down to the smallest detail,0
what kind of things can i ask the ai,1
acceptance of gay people in military grows dramatically   washingtonpostcom,0
the simplest cache is a virtually indexed direct mapped cache,0
put one hundred and seventy five bucks in my wells fargo checking account from my citibank savings account,1
the town was incorporated in november of 1947,0
what happened to my cellphone,1
the standard was approved in 1996,0
diagramsvghuman right for,0
He mentioned that he might be running a bit late.,0
what species of oak tree grows to be the tallest,1
This new restaurant in the neighbourhood looks quite promising.,0
where are the oscar's held,1
where were you programmed,1
Send out an invite for a quick sync-up tomorrow morning at 9.,1
please define institutional racism,1
this in turn led to the grocery industrys interest,0
how much time to reach doctors office,1
"Alexa, tell me about the history of the Taj Mahal.",1
This tea is a bit too sweet for my liking today.,0
there are 26 confederate soldiers buried in the local cemetery,0
My old Hindi music playlist always lifts my mood.,0
tell me if the cheshire takes reservations,1
they may also mix with common dolphins,0
Initiate the backup sequence now.,1
book 3 under the name zebee at xenophobe,1
Turn the thermostat down to 68 degrees.,1
what is life's purpose,1
i requested some vacation time; has it been approved,1
"i want to bake brownies, how long do they bake for",1
do not talk so loudly,1
there is an extensive viewing platform and deck above the river for viewing in safety,0
can i get a brand new card please,1
what time is it in the pacific standard time,1
the petiton ended with almost 16000 petitoners,0
how do i say thank you in spanish,1
its highest peak is mount olympus washington,0
two chassis served as driver training vehicles,0
agriculture value added enterprises are growing rapidly,0
"Assistant, who won the Best Actor award last year?",1
what languages are considered semitic,1
please get my credit score,1
my order was put in and i was wonder how i can see the status of it,1
three jurors are appointed annually,0
Add 'renew library card' to my Saturday errands list.,1
What is the latest stock market update for Nifty 50?,1
Let's get the car refuelled before the price goes up again tomorrow.,1
please put a block on my capital one account immediately,1
what timezone is london in,1
the main meetings held are,0
alcohol meat and confectionery are sold in large quantities,0
but ive never heard a boy say that,0
can you show me my 3-digit credit card verification number,1
have i been sent my w-2 in my email,1
album through in case,0
what categories of questions can you answer,1
My favourite brand of tea leaves has become more expensive lately.,0
she shoots 300 goals a day just for fun,0
am i talking with real person or ai,1
tell me what the word die means,1
city council member of new york,0
canberra the australian national universityblust robert,0
I overheard them talking about a possible merger.,0
could you translate water into dutch for me,1
recorded by samuel lindeman 2004,0
Submit the building plan proposal to the municipal corporation next week.,1
what transactions have i accrued buying dog food,1
transfer ten dollars from my wells fargo account to my bank of america account,1
it also features sections of non swimming beaches,0
Someone should tell IT that the shared printer is jammed again.,1
what is your age,1
how do i change my flight,1
abdul qadeer khan as the executive member of the university,0
until an and bn are close enough,0
the town was first settled around 1809,0
who makes you,1
That roadside golgappa stall opens only after 6 PM.,0
can you teach me to change my oil,1
can i please get some more checkbooks mailed to me,1
martin luther called on christians to be little christs,0
the most recent 1998 classification lists a single species inia geoffrensis in the genus inia with three recognized subspecies,0
ryki again officially became a town in 1957,0
randell mills founded the company in 1991,0
put bread on my shopping list,1
"Could we arrange a carpool for office next week, save some money?",1
how do i check my rewards for my old navy card,1
form was explained,0
you know the reservation i have on 2:00 friday i confirm it,1
show me all video games purchased,1
what is the best thing for me to do to improve my credit score quickly,1
how long before i need an oil change,1
are them the with,0
Please pick up the medicine parcel from the chemist downstairs.,1
what is my amazon card's rewards balance,1
The customer service experience I had was absolutely pathetic.,0
"Forward me that funny meme on WhatsApp, please.",1
nba most valuable player award,0
the hiri trade cycle were large scale,0
"The new shopping mall opened with much fanfare, huge crowd.",0
"Add atta, rice and moong dal to my Amazon Fresh shopping list.",1
what do you think life is really about,1
what does indignation mean,1
That local vendor selling samosas makes the best ones I've ever had.,0
i need a pto request for the dates jan 15th to jan 20th,1
"That painting in the lobby, you know, the one with the swirls, it always catches my eye.",0
therefore we must learn a lesson from this,0
it is his first nonfiction book,0
bobet had finally arrived as the premier stage racer in the world,0
The air in the mountains feels so fresh and clean compared to the city.,0
Share access to this folder with the design team.,1
wi or wii may refer to,0
they had many children including tiberinus god,0
wood green international short film festival],0
she states that gender performativity,0
the citys industries include boatbuilding carpentry and silver working,0
can i use sour cream instead of milk,1
"The great Indian online sale this time was a bit of a damp squib, yaar.",0
the term was first described by milton babbitt,0
how much has the market gone up or down so far in 2019,1
does greece currently have any travel alerts in place,1
what is the time in paris now,1
this gave way for the hof international film festival,0
Tell the dry cleaner to use starch on all the cotton shirts.,1
on an of political,0
to this this weeks,0
phoebe heyerdahl is helgas best friend,0
27 andorra sierra de arcos andorra spain teruel province,0
what are you capable of doing and answering,1
verify with me my credit score,1
his short reign 86 days was an uneasy one,0
"Fetch the umbrella from behind the main door, it might rain.",1
what's my credit rating,1
of as st holy,0
will my plugs work in barcelona,1
in may 1992 the government acted,0
take $20000 from savings and put it in checking,1
after usage dry sandbags can be stored for future use,0
"my car needs jump started, find me directions",1
tell my bank i am taking a trip to brazil from june 1st to july 1st,1
Can you book me an auto-rickshaw to the closest metro station?,1
Could you explain this complicated tax calculation simply?,1
what time is my flight supposed to be landing,1
close out my account,1
the bus stops are modern and comfortable,0
do i have cheese on my shopping list if not please add it,1
That type of traditional jewelry is only worn during weddings and festivals.,0
what's my visa cards balance for rewards,1
there are a number of software bug in the game engine,0
in indiana at least 71 perished,0
however ray steam is kidnapped,0
what's a good resource to learn beginner's yoga,1
most activist organisations do no manufacturing of goods,0
My internet connection has been unstable since the network upgrade.,0
ulster won the european cup in 1999,0
perhaps,1
"could you translate this into chinese for me, please",1
The Wi-Fi connection seems a bit unstable today.,0
see breadth first search for more information,0
what withdrawals were there on my account yesterday,1
gr 33 runs within the valley with the length of about 5nbspkm,0
do i have get an oil change on my todo list,1
switch from the male to the female voice,1
handbook of emotional intelligence pp,0
can i get beer within my deposit account,1
the rose hulman football program was started in the year of 1882,0
when is the next nintendo direct,1
encores presented a semi staged revival at new york city center in march 2003,0
later the crimean tatars founded the town of aqmescit,0
This podcast has some really thought-provoking discussions.,0
facilities for boating kayaking and canoeing are also planned,0
protocol concerning the redeployment in hebron was signed,0
do you know what my name is,1
"Alexa, read my Audible book from where I left off.",1
suggest a few local eateries in mid price range,1
he has never been home since,0
instead of wands they carry cellphones,0
"can you flip a coin, i will take tails",1
The embroidery on that lehenga was incredibly intricate and beautiful.,0
i can not thank you enough,1
Could you confirm my attendance for the conference call?,1
can you move my money to my savings,1
abort please,1
what questions can you answer,1
the other knights construe this as treachery and a declaration of war,0
can you tell me how to change my oil,1
"flip a coin, i choose heads",1
is the bachelor on tonight,1
"i have no oranges, put them onto my list",1
please give me directions to the nearest starbucks,1
1878 are still interesting to the historian,0
what is a semitic language,1
roland leaves with two companions cuthbert allgood and alain johns,0
how much money do i have in all of my accounts,1
the city is home to the fort polk us army installation,0
"Set an alarm for 5:45 AM, Monday to Friday.",1
juliet explains this away as a psychiatric condition,0
what time is it in pacific standard time,1
It's getting very dark outside; feels like a storm is coming.,0
what color is the car,1
the physical imprints of the citys aviation industry remain,0
us 30 also passes through the village,0
"My phone battery is draining very fast suddenly, don't know why.",0
what ingredients are present in marshmallows,1
the arrangements are by artie butler,0
where did abraham lincoln live,1
"My father is very particular about his morning cup of tea, perfectly made.",0
the toyota mr2 is noted for having a somewhat similar appearance to the m10,0
Could you search for vegetarian tiffin services in this locality?,1
this style is common in american english,0
It's peculiar how a certain smell can transport you back in time.,0
flip coin ai,1
which song is this,1
Check if there are any vegetarian options on the new restaurant's menu online.,1
The smell of incense sticks in the evening feels very peaceful.,0
the king mackerel does not,0
this got rid of standard wiretapping techniques,0
speak navajo,1
"Assistant, find me a good recipe for chicken curry, simple one.",1
condition numbers for singular value decompositions polynomial root finding eigenvalue and many other problems may be defined,0
092 of the population were hispanic or latino of any race,0
it is typically followed by functional impairment while awake,0
can you tell me how do i get new insurance,1
the winery now produces one million bottles annually,0
interviews are only conducted via e mail,0
speak german,1
the assembly is protected with a layer of paint molded plastic or an vitreous enamel coating baked at high temperature,0
"He is learning Bharatnatyam online, seems very dedicated to it.",0
tell me the timezone for hong kong,1
The instructions for this assembly are incredibly clear.,0
the nine byzantine empire churches are,0
who is the current captain of this ship,1
This specific route during traffic peak hour is the worst.,0
applicants for active duty or the national guard must be us citizens,0
his surgery was a success and all the cancer was removed,0
spelling thus differs depending on the sources consulted,0
what is the current tire pressure level in the car,1
this is a redirect from a related word,0
move three hundred and fifty dollars from my citibank savings account to my chase savings account,1
the prognosis is generally favorable,0
The security personnel at the airport were unusually strict today.,0
"This perfume scent is very familiar, reminds me of someone.",0
"Wow, the quarterly results are much better than expected!",0
please define erection for me,1
Could you suggest some good apps for learning meditation techniques?,1
tell me how to change my policy,1
styles was victorious on all three occasions,0
these are called transmembrane atpases,0
what are the steps to change the oil in my car,1
the museum may be visited by appointment,0
what time is my flight going to land,1
move my money to the other account,1
ridgewood village council village of ridgewood,0
located succeeded,0
may i please have a definition for the work churlish,1
learn how to hide your feelings,0
the parasite cant be transmitted through oral or anal sex,0
the population was 2939 at the 2000 united states census,0
This air cooler is not very effective in this humidity.,0
what's 10 euros in dollars,1
are there any fees for using my amex in england,1
"Fundamentally, the issue stems from a lack of resources.",0
pairs degree the described,0
"The taste of homemade food, no matter what, is always superior.",0
"Sharmaji's son got a very good job in America, they were telling.",0
shows have been played in montreal new york city chicago and los angelesschneider,0
his work might broadly be described as expressionist,0
which day is it that my payment comes in,1
when is my chase visa due,1
bicycle having of palestrina,0
in particular they depended on canned food for survival,0
cornwell was born in london in 1944,0
how long will the trip to portland be,1
the jewish primer by shmuel himelstein,0
tucson gem and mineral society,0
what is the next song on this playlist,1
tell me this week's forecast,1
he is currently featured in dcs relaunch of adventure comicsrevival,0
its headquarters is  based in the capital new delhi,0
many existing users found the transition to cdd difficult,0
do i need a visa to russia,1
change the name that you call me,1
moorcock appeared on stage with the band occasionally during the black sword tour,0
i really need to set a timer,1
in los ultimos dias del comienzo,0
when do i get my paycheck,1
where yb is the bottom quark yukawa coupling,0
Could you forward me the client's contact information?,1
take bread off my shopping list and add milk,1
they formed the band barnes  barnes in 1970,0
are there any transaction fees associated with my amex card if i am in the uk,1
what years did world war i occur,1
by in family 31,0
Update my calendar: cancel the 3 PM meeting on Wednesday.,1
thanks again!,1
i need to know if i have reservations at arufflo at 5 pm,1
can you find instructions for removing a coffee stain from upholstery,1
the bf 110 would be the backbone of the nachtjagdgeschwader throughout the war,0
is my order here yet,1
bruce mcnaughton contributed much to this area too,0
can you help me switch insurance plans,1
do you know where my cellphone is,1
constance of castile died in 1345,0
convert inches to centimeters,1
"My current mobile data pack is giving very high speed downloads, surprisingly.",0
He sings surprisingly well for someone who never took formal training.,0
these faculties and schools are as follows,0
i need you to schedule a meeting with carrie and lisa,1
hi there,1
58 of the population and 40 of families are below the poverty line,0
stamen stalks separate anthers able to move,0
has my supervisor approved my vacation,1
please change your response language to english,1
san diego california greenhaven press,0
this movie was released in july 2007,0
the wabash railroad runs through it,0
are there decent seafood restaurants in portland,1
Set up a recurring monthly payment for the subscription.,1
can you tell me my to do list,1
can you play music the beatles,1
would you be willing to add bread to my shopping list if i haven't already,1
My aunt's arthritis pain increases during the cold weather.,0
what is one thing i might not know about nike shoes,1
what year was saxaphone first played,1
ingens father disappeared when he was five,0
Can you find me a simple recipe for egg curry?,1
see below for an example,0
The way the light hits the mountains at sunset is simply breathtaking.,0
His dedication to his craft is truly inspiring to witness.,0
"The waiting time at the doctor's clinic was almost two hours, unbelievable.",0
Tell the gardener which specific plants need extra watering.,1
I have a slight headache after working non-stop for so long.,0
Set up a notification for medicine dosage every morning and evening.,1
"Siri, where is the nearest ATM?",1
what is the most popular sport in new york,1
rewind one minute,1
tell me something interesting about dogs,1
without proper precautions they are also potentially dangerous,0
poppet valve applications are listed in,0
what place do you come from,1
"do i need some shots, if i am traveling to china",1
maddox received four battle stars for world war ii service and six for korean service,0
how can i safeguard my credit score from dropping,1
"Honestly, the complexity of a good sourdough starter is quite underrated.",0
who conjured you,1
"Show me some traditional Indian house designs, single-story ones.",1
rugged of filmmaker fear,0
Set up an appointment with the financial advisor for a portfolio review.,1
call sandra right now,1
bal gangadhar tilak was a nationalist leader from the central indian province of maharashtra,0
i want to see transactions from this month,1
please show me instructions on how to change my oil,1
